code,source,name,latitude,longitude,timezone,is_visible,is_major,iata_type,default_language,is_deleted,cities_id,is_active,is_military
GIT,OAG,Geita,-2.86667,32.16667,300,t,NULL,3,en-us,f,NULL,f,f
GIU,OAG,Sigiriya Airport,7.95611,80.72833,530,t,NULL,3,en-us,f,NULL,t,f
GIY,OAG,Giyani,-23.28333,30.66667,200,t,NULL,3,en-us,f,NULL,f,f
GIZ,OAG,Jazan Airport,16.90111,42.58583,300,t,t,2,en-us,f,6268ab46-485b-4eb9-b86f-0a45819ae657,t,f
GJA,OAG,Guanaja,16.44389,-85.90389,-600,t,t,2,en-us,f,0b083c48-4f59-45b9-97fc-4d4bac0d008a,f,f
GJL,OAG,Jijel Airport,36.795,5.87361,100,t,t,2,en-us,f,bb39e112-bef7-42ac-81cd-0d502bae69e7,t,f
GJM,OAG,Guajara-Mirim,-10.83333,-65.33333,-400,t,NULL,3,en-us,f,NULL,f,f
GJR,OAG,Gjogur,65.99528,-21.32694,0,t,f,9,en-us,f,a9e47efe-5222-4300-85c1-f3de284d2825,f,f
GJT,OAG,Grand Junction Airport,39.12333,-108.52583,-700,t,t,2,en-us,f,c2f4b55d-8216-4e1d-887c-84d85a03fbc8,t,f
GKA,OAG,Goroka Airport,-6.08167,145.39194,1000,t,t,2,en-us,f,34552fad-9882-45b4-8685-2f1271aba4f3,t,f
GKD,OAG,Gokceada,40.20111,25.88222,300,t,NULL,3,en-us,f,NULL,f,f
GKE,OAG,Geilenkirchen,50.96083,6.0425,100,t,NULL,3,en-us,f,NULL,f,f
GKH,OAG,Gorkha,28,84.675,545,t,NULL,3,en-us,f,NULL,f,f
GKK,OAG,Kooddoo Island,0.73306,73.43417,500,t,NULL,3,en-us,f,NULL,f,f
GKL,OAG,Great Keppel Island,-23.18333,150.95,1000,t,f,9,en-us,f,944791b3-1ff6-4e75-a0db-cc4179e8daa6,f,f
GKN,OAG,Gulkana Airport,62.15667,-145.45472,-900,t,NULL,3,en-us,f,NULL,t,f
GKO,OAG,Kongo-Boumba,-0.08333,11.46667,100,t,NULL,3,en-us,f,NULL,f,f
GKT,OAG,Sevierville,35.85,-83.51667,-500,t,f,9,en-us,f,2bff7901-075b-4dd0-b7de-da2d7e093910,f,f
GLA,OAG,Glasgow Intl Airport,55.87194,-4.43333,0,t,t,1,en-us,f,572e6a1a-d81d-4318-9202-783b85c51e84,t,f
GLB,OAG,Globe,33.35306,-110.66722,-700,t,NULL,3,en-us,f,NULL,f,f
GLC,OAG,Geladi,6.96667,46.41667,300,t,f,9,en-us,f,2c99115c-c0cc-445a-8e25-e2b850df8fcd,f,f
GLD,OAG,Goodland,39.36667,-101.7,-700,t,f,9,en-us,f,9b03b520-a614-42a4-a76e-311118110dce,f,f
GLE,OAG,Gainesville,33.61667,-97.11667,-600,t,f,9,en-us,f,d64acf81-f45f-4b1e-a5c6-2cdc777d6174,f,f
GLF,OAG,Golfito Airport,8.65333,-83.18139,-600,t,t,2,en-us,f,0858e3ce-5fce-4b9b-89b8-9e41c76604a1,t,f
GLG,OAG,Glengyle,-24.76667,139.58333,1000,t,f,9,en-us,f,a5edb423-a98d-4c4d-9d16-d3f59306f985,f,f
GLH,OAG,Greenville Airport,33.47722,-90.985,-600,t,t,2,en-us,f,c3bdfecf-5893-483b-86ac-ed9cd48ca41b,t,f
GLI,OAG,Glen Innes,-29.68333,151.7,1000,t,f,9,en-us,f,956cc68c-dc05-484c-b41e-e0a9e5abe44a,f,f
GLK,OAG,Galcaio Airport,6.78139,47.45444,300,t,t,2,en-us,f,0181bd4d-a03d-4277-ab70-07babd47cc9f,t,f
GLL,OAG,Gol,60.78333,9.05,100,t,f,9,en-us,f,e915416c-8e5e-4165-a52c-1647fac9d2d5,f,f
GLM,OAG,Glenormiston,-22.28333,138.31667,1000,t,NULL,3,en-us,f,NULL,f,f
GLN,OAG,Guelmime Airport,29.02667,-10.05028,0,t,t,2,en-us,f,02fa65de-ee16-4b5e-b509-2b3bb59dbc97,t,f
GLO,OAG,Gloucester/Cheltenham Airport,51.89389,-2.16694,0,t,t,2,en-us,f,867e31ed-f8a2-43d6-a747-afce3ed0c853,t,f
GLP,OAG,Gulgubip,-5.28333,141.51667,1000,t,NULL,3,en-us,f,NULL,f,f
GLR,OAG,Gaylord,45.01667,-84.7,-500,t,f,9,en-us,f,199198f5-40b6-4b4a-804e-2b9c007a1c5f,f,f
GLS,OAG,Galveston,29.26667,-94.86667,-600,t,f,9,en-us,f,c7e5aced-fc7c-42ed-95cb-c2f44cbbeceb,f,f
GLT,OAG,Gladstone Airport,-23.86972,151.22278,1000,t,t,2,en-us,f,2fe80886-fdf0-4d19-874c-a380087bd5d4,t,f
GLU,OAG,Gelephu Airport,26.885,90.46444,600,t,NULL,3,en-us,f,NULL,t,f
GLV,OAG,Golovin Airport,64.54806,-163.01194,-900,t,t,2,en-us,f,7d2724f4-abe4-4137-905d-5765a7deec41,t,f
GLW,OAG,Glasgow,37.03333,-85.95,-600,t,f,9,en-us,f,9eeac1f9-fd66-4ba2-96bc-ecba3cb45abe,f,f
GLX,OAG,Galela Airport,1.83778,127.78583,900,t,f,9,en-us,f,a78aa925-5b15-43e0-af2c-19817470f86b,t,f
GLY,OAG,Mount Goldsworthy,-20.08333,119.66667,800,t,NULL,3,en-us,f,NULL,f,f
GLZ,OAG,Breda,51.56806,4.93306,100,t,NULL,3,en-us,f,NULL,f,f
GMA,OAG,Gemena Airport,3.23528,19.77139,100,t,t,2,en-us,f,746ed579-088c-4ac4-a34f-6ba68658d95e,t,f
GMB,OAG,Gambela Airport,8.12889,34.56306,300,t,t,2,en-us,f,26c32a38-df06-4666-ba4e-3859cec34e72,t,f
GMC,OAG,Guerima,3.63333,-71.16667,-500,t,NULL,3,en-us,f,NULL,f,f
GMD,OAG,Ben Slimane,33.65417,-7.22556,0,t,NULL,3,en-us,f,NULL,f,f
GME,OAG,Gomel Airport,52.52694,31.01667,300,t,f,9,en-us,f,309999bb-1731-4af5-ba0c-baec3f187002,t,f
GMI,OAG,Gasmata,-6.3,150.33333,1000,t,f,9,en-us,f,6ed00b32-2308-49af-92d3-6fadcfd2cc67,f,f
GMM,OAG,Gamboma,-1.93333,15.86667,100,t,NULL,3,en-us,f,NULL,f,f
GMN,OAG,Greymouth,-42.46667,171.18333,1200,t,f,9,en-us,f,89b6b03e-d12e-4415-b394-06f62556a92c,f,f
GMO,OAG,Gombe Airport,10.29806,10.89889,100,t,t,2,en-us,f,8d15f9ef-87d1-4753-a2d4-61603ee10100,t,f
GMP,OAG,Seoul Gimpo Intl Airport,37.55833,126.79056,900,t,t,2,en-us,f,51e63ec6-e768-4a2b-9233-17a9b5608dce,t,f
GMQ,OAG,Golog Airport,34.4075,100.32222,800,t,NULL,3,en-us,f,NULL,t,f
GMR,OAG,Totegegie Airport,-23.08,-134.89028,-900,t,t,2,en-us,f,8b3a6f99-5bde-4b33-a3d8-c392bfb04aa6,t,f
GMS,OAG,Guimaraes,-2.13333,-44.6,-300,t,NULL,3,en-us,f,NULL,f,f
GMT,OAG,Granite Mountain,65.4,-161.28333,-900,t,NULL,3,en-us,f,NULL,f,f
GMU,OAG,Greenville/Spartanburg Downtown Airport,34.86944,-82.41667,-500,t,f,9,en-us,f,17becb28-8536-44c5-b659-9bb1080d91fa,f,f
GMV,OAG,Monument Valley,37,-110.2,-700,t,NULL,3,en-us,f,NULL,f,f
GMZ,OAG,San Sebastian/Gomera Airport,28.02972,-17.21472,0,t,t,2,en-us,f,4b2f28c0-bf5e-4f06-8901-9268855fb543,t,f
GNA,OAG,Grodno Airport,53.60556,24.05389,300,t,f,9,en-us,f,f7950a93-86b8-4773-b5c4-05e327ebe23b,t,f
GNB,OAG,Lyon Grenoble-St Geoirs Airport,45.36306,5.33278,100,t,t,2,en-us,f,ccd729c5-b8c0-45b9-bbff-dbb02d029f34,t,f
GND,OAG,Grenada Airport,12.00417,-61.78611,-400,t,t,2,en-us,f,ad39654b-6a6c-4ecf-a2b3-7d545f5b8f2e,t,f
GNF,OAG,Quincy,39.94389,-120.94528,-800,t,NULL,3,en-us,f,NULL,f,f
GNG,OAG,Gooding,42.91667,-114.78333,-700,t,NULL,3,en-us,f,NULL,f,f
GNI,OAG,Lyndao (Green Island),23.1,121.46667,800,t,NULL,3,en-us,f,NULL,f,f
GNM,OAG,Guanambi,-14.21667,-42.78333,-300,t,f,9,en-us,f,32560ece-850a-4674-8507-054a4c47569c,f,f
GNN,OAG,Ginir,7.15,40.71667,300,t,NULL,3,en-us,f,NULL,f,f
GNR,OAG,General Roca,-39.03333,-67.58333,-300,t,f,9,en-us,f,0b4b67bb-4064-40d9-9de4-976f1debea7d,f,f
GNS,OAG,Gunung Sitoli Airport,1.16694,97.70444,700,t,t,2,en-us,f,22d629a0-9d3b-45fe-b212-166e93a8676b,t,f
GNT,OAG,Grants,35.15,-107.86667,-700,t,NULL,3,en-us,f,NULL,f,f
GNU,OAG,Goodnews Bay Airport,59.11778,-161.57611,-900,t,t,2,en-us,f,adecb127-5a84-469a-8549-ea928b3055bd,t,f
GNV,OAG,Gainesville Airport,29.69,-82.27167,-500,t,t,1,en-us,f,5f7d76f2-d2b4-418a-8cd9-eaa5b0abb570,t,f
GNY,OAG,Sanliurfa Airport,37.09444,38.84694,300,t,t,2,en-us,f,b434ccb1-103d-4da6-9b52-3d6edaff559e,t,f
GNZ,OAG,Ghanzi,-21.7,21.66667,200,t,NULL,3,en-us,f,NULL,f,f
GOA,OAG,Genoa Airport,44.41333,8.8375,100,t,t,1,en-us,f,f1f61da9-fe97-4693-9860-8d164ba1452a,t,f
GOB,OAG,Goba,7.11889,40.045,300,t,f,9,en-us,f,a31a37a8-f74d-4673-b216-157498c3fd9a,f,f
GOC,OAG,Gora,-8.41667,147.66667,1000,t,f,9,en-us,f,7eab0316-1b0b-4e95-b05c-21bc057e5ab3,f,f
GOE,OAG,Gonalia,-5.38333,151.86667,1000,t,f,9,en-us,f,09adaca6-f6dc-4b46-9923-2d2902c64ad1,f,f
GOG,OAG,Gobabis,-22.50472,18.97472,100,t,NULL,3,en-us,f,NULL,f,f
GOH,OAG,Nuuk Airport,64.19083,-51.67806,-300,t,t,2,en-us,f,44e94be4-b09f-4f95-bcf2-ff8197450169,t,f
GOI,OAG,Goa Airport,15.38083,73.83139,530,t,t,2,en-us,f,aa1f6f8e-d432-47db-b3e0-5bf5f2c3ff41,t,f
GOJ,OAG,Nizhny Novgorod Airport,56.23,43.78417,300,t,t,2,en-us,f,be96b18e-c1cc-4cce-b80f-706a4147f1c4,t,f
GOK,OAG,Guthrie,35.88333,-97.41667,-600,t,NULL,3,en-us,f,NULL,f,f
GOL,OAG,Gold Beach,42.41667,-124.41667,-800,t,NULL,3,en-us,f,NULL,f,f
GOM,OAG,Goma Airport,-1.67083,29.23833,200,t,t,2,en-us,f,ec6ff726-1204-4d1e-bc6d-a7b0b999b96d,t,f
GON,OAG,Groton/New London,41.33333,-72.05,-500,t,f,9,en-us,f,7793b4aa-e059-4d47-b350-58c8a886018e,f,f
GOO,OAG,Goondiwindi,-28.51667,150.31667,1000,t,f,9,en-us,f,dc090942-9328-489f-b13b-23639de54301,f,f
GOP,OAG,Gorakhpur Airport,26.74111,83.45,530,t,t,2,en-us,f,e2fd7415-eddc-40ac-b275-a583fd049654,t,f
GOQ,OAG,Golmud Airport,36.40056,94.78833,800,t,t,2,en-us,f,985ebb1d-aa6c-484b-81d0-8821df3aaa90,t,f
GOR,OAG,Gore,8.16667,35.55,300,t,f,9,en-us,f,075df5a3-7ea2-4bd3-9772-6c7ee7153450,f,f
GOS,OAG,Gosford,-33.43333,151.35,1000,t,f,9,en-us,f,a8dfa238-5f8f-4756-9442-b20fd41d52cd,f,f
GOT,OAG,Goteborg Landvetter Airport,57.66278,12.27972,100,t,t,2,en-us,f,663539cb-9c91-4871-9b84-f1ffaa38e5d0,t,f
GOU,OAG,Garoua Airport,9.33583,13.37,100,t,t,2,en-us,f,fd3188d2-ea61-40ae-92b9-c41e28467745,t,f
GOV,OAG,Nhulunbuy Airport,-12.26944,136.81833,930,t,t,2,en-us,f,78c7c9bf-2643-44dc-a4a5-7dcb370843b5,t,f
GOZ,OAG,Gorna Oryahovitsa Airport,43.15139,25.71278,200,t,f,9,en-us,f,f3e86561-2c7f-4251-93de-17a91934404b,t,f
GPA,OAG,Patrai Airport,38.15111,21.42556,200,t,t,2,en-us,f,61ae0d80-84cc-412c-b433-47b023f80491,t,f
GPB,OAG,Guarapuava,-25.38806,-51.5225,-300,t,f,9,en-us,f,00105874-1379-4a5d-8923-2d81c346dbdb,f,f
GPD,OAG,Mount Gordon Mine,-19.99944,139.91778,1000,t,NULL,3,en-us,f,NULL,f,f
GPI,OAG,Guapi Airport,2.57,-77.89833,-500,t,t,3,en-us,f,c92c37d6-2c29-4515-a952-681459e9c4ad,t,f
GPL,OAG,Guapiles,10.21667,-83.76667,-600,t,NULL,3,en-us,f,NULL,f,f
GPN,OAG,Garden Point,-11.4,130.43333,930,t,f,9,en-us,f,ba10260f-8afe-4449-9408-7e6a0afcaf49,f,f
GPO,OAG,General Pico,-35.7,-63.75,-300,t,f,9,en-us,f,0e2505d0-1cf9-422c-b9a9-87648ec1e6be,f,f
GPS,OAG,Baltra Island Airport,-0.45389,-90.26583,-600,t,t,2,en-us,f,04235c5c-e16b-4ffc-9fb8-f65e1599d7ad,t,f
GPT,OAG,Gulfport/Biloxi Airport,30.40722,-89.07,-600,t,t,1,en-us,f,95aa1afe-6053-43e4-8bdd-6787cae767ee,t,f
GPZ,OAG,Grand Rapids,47.20861,-93.51111,-600,t,f,9,en-us,f,bf0b6722-9b72-4907-9f9a-9bc6d15c71ac,f,f
GQJ,OAG,Machrihanish,55.43333,-5.7,0,t,NULL,3,en-us,f,NULL,f,f
GQQ,OAG,Galion,40.73333,-82.8,-500,t,f,9,en-us,f,55e64539-ee4e-46be-b2f5-1d5679190be4,f,f
GRA,OAG,Gamarra,8.2,-73.78333,-500,t,NULL,3,en-us,f,NULL,f,f
GRB,OAG,Green Bay Airport,44.48556,-88.13389,-600,t,t,1,en-us,f,4f78dad1-9d9d-4fc2-a13b-64967725b887,t,f
GRC,OAG,Grand Cess,4.6,-8.16667,0,t,NULL,3,en-us,f,NULL,f,f
GRD,OAG,Greenwood,34.25,-82.15,-500,t,f,9,en-us,f,ec60562f-3fa4-42dc-aa89-cc516f6fe455,f,f
GRE,OAG,Greenville,38.88333,-89.41667,-600,t,NULL,3,en-us,f,NULL,f,f
GRF,OAG,Tacoma Gray AAF,47.07861,-122.58056,-800,t,NULL,3,en-us,f,NULL,f,t
GRG,OAG,Gardez,33.61667,69.11667,430,t,NULL,3,en-us,f,NULL,f,f
GRH,OAG,Garuahi,-10.31667,150.68333,1000,t,NULL,3,en-us,f,NULL,f,f
GRI,OAG,Grand Island Airport,40.9675,-98.30972,-600,t,t,2,en-us,f,b4c08513-20f9-4e0d-8963-ad920916a322,t,f
GRJ,OAG,George Airport,-34.00556,22.37889,200,t,t,2,en-us,f,96439001-a88a-4a35-b8f4-a53b70dfe870,t,f
GRK,OAG,Killeen/Fort Hood Regional - Robert Gray AAF,31.06722,-97.82889,-600,t,t,1,en-us,f,a5e37635-0372-4de1-aaad-ab8299c68cf4,t,t
GRL,OAG,Garasa,-7.95,147.18333,1000,t,NULL,3,en-us,f,NULL,f,f
GRM,OAG,Grand Marais,47.75,-91.33333,-600,t,f,9,en-us,f,47bcd875-18ab-47f8-b396-938d85b1b030,f,f
GRN,OAG,Gordon,42.8,-102.2,-700,t,NULL,3,en-us,f,NULL,f,f
GRO,OAG,Girona Costa Brava Airport,41.90083,2.76056,100,t,t,1,en-us,f,59b01b74-16ab-4fd9-888d-20ab01710ba8,t,f
GRP,OAG,Gurupi,-11.66667,-49.21667,-300,t,f,9,en-us,f,bf102f54-3f3a-4a6f-b0f8-ef587fc8a066,f,f
GRQ,OAG,Groningen Airport,53.125,6.58333,100,t,t,2,en-us,f,eb79c7be-cd4a-4029-b13f-4063364ce497,t,f
GRR,OAG,Grand Rapids Airport,42.88083,-85.52278,-500,t,t,1,en-us,f,f02ec758-478e-4d34-88d6-f384e10661a9,t,f
GRS,OAG,Grosseto,42.75972,11.07194,100,t,f,9,en-us,f,a016838a-0933-4080-990e-6845edf48fa2,f,f
GRT,OAG,Gujrat,32.56667,74.08333,500,t,NULL,3,en-us,f,NULL,f,f
GRU,OAG,Sao Paulo Guarulhos Intl Airport,-23.43194,-46.46944,-300,t,t,1,en-us,f,82988473-9fa0-4757-a3f6-f29cec49f625,t,f
GRV,OAG,Grozny Airport,43.38833,45.7,300,t,t,2,en-us,f,b6977aa5-cfef-4c3b-a6e3-f64187f0df73,t,f
GRW,OAG,Graciosa Island Airport,39.09222,-28.02972,-100,t,t,2,en-us,f,592a30b1-c399-41b6-9d1d-d8258eee2a77,t,f
GRX,OAG,Granada Airport,37.18861,-3.77722,100,t,t,1,en-us,f,8f54b027-8845-41f0-a129-9a234eb4f094,t,f
GRY,OAG,Grimsey Airport,66.54583,-18.01722,0,t,f,9,en-us,f,bdf4feb9-7590-491e-922f-ed3de6291d21,t,f
GRZ,OAG,Graz Airport,46.99361,15.44,100,t,t,2,en-us,f,253746c3-664a-4c96-83ff-9a9953381992,t,f
GSA,OAG,Long Pasia,5.33333,117.16667,800,t,f,9,en-us,f,ff63e950-3002-4d0e-b1d9-651352eba2ef,f,f
GSB,OAG,Goldsboro,35.46667,-77.96667,-500,t,f,9,en-us,f,fe7624b2-692b-441b-b8fb-77aa886a41df,f,f
GSC,OAG,Gascoyne Junction,-25.05,115.2,800,t,NULL,3,en-us,f,NULL,f,f
GSE,OAG,Goteborg City Airport,57.77472,11.87028,100,t,t,2,en-us,f,663539cb-9c91-4871-9b84-f1ffaa38e5d0,t,f
GSH,OAG,Goshen,41.58333,-85.83333,-500,t,f,9,en-us,f,13d908c2-0b72-499e-a3a7-2488349838fd,f,f
GSI,OAG,Grand Santi,4.28444,-54.37861,-300,t,NULL,3,en-us,f,NULL,f,f
GSJ,OAG,Puerto San Jose,13.93611,-90.83583,-600,t,NULL,3,en-us,f,NULL,f,f
GSL,OAG,Taltheilei Narrows,62.59722,-111.54444,-700,t,NULL,3,en-us,f,NULL,f,f
GSM,OAG,Gheshm Island Airport,26.75194,55.89722,330,t,t,2,en-us,f,0334c82c-267e-4d28-a771-d653b385c4c4,t,f
GSN,OAG,Mount Gunson,-31.46056,137.1725,930,t,NULL,3,en-us,f,NULL,f,f
GSO,OAG,Greensboro/High Point Airport,36.09778,-79.93722,-500,t,t,1,en-us,f,e8050626-e296-475c-a9b1-737babe20939,t,f
GSP,OAG,Greenville/Spartanburg Intl Airport,34.89556,-82.21889,-500,t,t,1,en-us,f,17becb28-8536-44c5-b659-9bb1080d91fa,t,f
GSQ,OAG,Shark el-Owainat,22.58333,28.71667,200,t,f,9,en-us,f,27335054-59d5-48ee-9240-33948fd7fd5a,f,f
GSR,OAG,Gardo,9.51667,49.08333,300,t,NULL,3,en-us,f,NULL,f,f
GSS,OAG,Sabie,-25.11722,30.79944,200,t,NULL,3,en-us,f,NULL,f,f
GST,OAG,Gustavus Airport,58.42528,-135.7075,-900,t,t,2,en-us,f,328dde1c-3b0b-4fcb-a032-7564d2082223,t,f
GSU,OAG,Gedaref,14.13333,35.31667,300,t,NULL,3,en-us,f,NULL,f,f
GTA,OAG,Gatokae Airport,-8.73861,158.20278,1100,t,t,2,en-us,f,4f5573ac-2137-4407-9b84-718ddb7501b9,t,f
GTE,OAG,Groote Eylandt Airport,-13.9725,136.45861,930,t,t,3,en-us,f,a59e50da-8b8f-49cf-a0ff-20ef4a46f237,t,f
GTF,OAG,Great Falls Intl Airport,47.48194,-111.37056,-700,t,t,2,en-us,f,e0fa1485-e7c9-428e-a242-7c21e86412d9,t,f
GTG,OAG,Grantsburg,45.78333,-92.68333,-600,t,NULL,3,en-us,f,NULL,f,f
GTI,OAG,Guettin,54.38333,12.31667,100,t,f,9,en-us,f,97ce8dd0-1635-4aa6-901c-9b1ef761566a,f,f
GTN,OAG,Mount Cook Glentanner Airport,-43.9,170.11667,1200,t,f,9,en-us,f,6df48fd6-8c5a-43bd-a975-6c4f0d0e421d,f,f
GTO,OAG,Gorontalo Airport,0.63722,122.85139,800,t,t,2,en-us,f,89bc0573-c163-48f4-9c46-66803475df1b,t,f
GTP,OAG,Grants Pass,42.51,-123.38778,-800,t,NULL,3,en-us,f,NULL,f,f
GTR,OAG,Columbus Golden Triangle Regional Airport,33.46583,-88.38083,-600,t,t,1,en-us,f,0816ec48-4c82-4555-8781-a757d527f865,t,f
GTS,OAG,The Granites Airport,-26.94806,133.60694,930,t,t,2,en-us,f,03d73568-9c67-4ea8-829a-0acf121840db,t,f
GTT,OAG,Georgetown,-18.3,143.53333,1000,t,f,9,en-us,f,081a4303-8508-4c02-a057-809d47b497a2,f,f
GTW,OAG,Zlin,49.31444,17.56889,100,t,NULL,3,en-us,f,NULL,f,f
GTY,OAG,Gettysburg,39.84444,-77.27167,-500,t,f,9,en-us,f,2fe46698-4919-48c6-a525-4c23974e309d,f,f
GTZ,OAG,Grumeti Airport,-2.16083,34.225,300,t,t,2,en-us,f,5066fbc5-2325-40e2-9d13-95d2371dc6ca,t,f
GUA,OAG,Guatemala City Airport,14.58444,-90.52722,-600,t,t,2,en-us,f,247ed28b-fed2-4695-b850-e316e1fb6c7c,t,f
GUB,OAG,Guerrero Negro,28.03333,-114.06667,-700,t,NULL,3,en-us,f,NULL,f,f
GUC,OAG,Gunnison Airport,38.53556,-106.93306,-700,t,t,2,en-us,f,f1dcac5c-2065-4a3e-a2b8-5e9b4a35990a,t,f
GUD,OAG,Goundam,16.35,-3.6,0,t,NULL,3,en-us,f,NULL,f,f
GUE,OAG,Guriaso,-3.58333,141.58333,1000,t,NULL,3,en-us,f,NULL,f,f
GUF,OAG,Gulf Shores,30.16667,-87.58333,-600,t,f,9,en-us,f,0e626ced-8574-472b-8214-b5d932fd0c66,f,f
GUG,OAG,Guari,-8.1,146.88333,1000,t,f,9,en-us,f,5972ac5b-e2f0-413e-b3a5-fca0475d4274,f,f
GUH,OAG,Gunnedah,-30.95,150.23333,1000,t,f,9,en-us,f,370ea5c7-d513-49f4-b593-820b367b69b2,f,f
GUI,OAG,Guiria,10.56667,-62.3,-400,t,f,9,en-us,f,88a5caed-394d-4625-a37b-259f6c74dbdc,f,f
GUJ,OAG,Guaratingueta,-22.81667,-45.21667,-300,t,f,9,en-us,f,402f4dde-05d1-44b2-8d99-700b04447682,f,f
GUL,OAG,Goulburn,-34.81667,149.73333,1000,t,f,9,en-us,f,b8cd3433-493e-4d85-8362-6f907b35d353,f,f
GUM,OAG,Guam Antonio B. Won Pat Intl Airport,13.48333,144.79611,1000,t,t,1,en-us,f,3723b240-9dcd-445a-a583-58dbc0885e79,t,f
GUP,OAG,Gallup,35.51111,-108.78944,-700,t,f,9,en-us,f,fe80eb13-b82a-4888-877c-535c799f2d5e,f,f
GUQ,OAG,Guanare,9.03333,-69.75,-400,t,f,9,en-us,f,be44ecae-2d12-4a88-abf7-02cfe2893800,f,f
GUR,OAG,Alotau Airport,-10.31139,150.33917,1000,t,t,2,en-us,f,b33dfaa5-17cd-4e29-bb1e-53043c9d4b4d,t,f
GUS,OAG,Peru,40.75,-86.06667,-500,t,f,9,en-us,f,0c0decc8-e623-4a0c-a075-552ba67a6160,f,f
GUT,OAG,Guetersloh,51.92278,8.30639,100,t,f,9,en-us,f,164dd705-88d3-44b0-9e5d-6650ceaed8aa,f,f
GUU,OAG,Grundarfjordur,64.99139,-23.22472,0,t,f,9,en-us,f,4a5a7dc2-f238-4847-bd94-a684f3b9305c,f,f
GUV,OAG,Mougulu,-6.28333,142.41667,1000,t,NULL,3,en-us,f,NULL,f,f
GUW,OAG,Atyrau Airport,47.12194,51.82139,500,t,t,3,en-us,f,86942c06-7316-42fc-9a9b-1c80257b499a,t,f
GUX,OAG,Guna,24.48333,77.31667,530,t,NULL,3,en-us,f,NULL,f,f
GUY,OAG,Guymon,36.68333,-101.48333,-600,t,f,9,en-us,f,4e851eac-bfce-49ef-9768-9d290ac7aeca,f,f
GUZ,OAG,Guarapari,-20.65,-40.51667,-300,t,f,9,en-us,f,023a2d21-1594-4dd9-911b-db009178ae80,f,f
GVA,OAG,Geneva Airport,46.23806,6.10889,100,t,t,1,en-us,f,09c1a861-f810-4ea1-a605-6f68ce270e59,t,f
GVE,OAG,Gordonsville,38.15,-78.16667,-500,t,NULL,3,en-us,f,NULL,f,f
GVI,OAG,Green River,-3.91667,141.16667,1000,t,f,9,en-us,f,489a4578-5039-49e9-a710-06e3da940e0c,f,f
GVL,OAG,Gainesville,34.26667,-83.83333,-500,t,f,9,en-us,f,73b0a85a-e306-4329-bae5-60767148e72e,f,f
GVN,OAG,Sovetskaya Gavan,48.93333,140.33333,1000,t,NULL,3,en-us,f,NULL,f,f
GVP,OAG,Greenvale,-15.78333,144.61667,1000,t,NULL,3,en-us,f,NULL,f,f
GVR,OAG,Governador Valadares Airport,-18.89528,-41.98222,-300,t,t,2,en-us,f,63e6e619-3e5d-4197-8d41-e4d9f9885392,t,f
GVT,OAG,Greenville,33.13333,-96.11667,-600,t,f,9,en-us,f,82bf66c4-b89a-41c7-b9ea-8d6530d57139,f,f
GVX,OAG,Gavle Sandviken Airport,60.6,16.95,100,t,f,9,en-us,f,11ee5bad-4e6f-4b3b-9120-2f7f55ddeaa8,f,f
GWA,OAG,Gwa,17.83333,94.5,630,t,NULL,3,en-us,f,NULL,f,f
GWD,OAG,Gwadar Airport,25.23333,62.32944,500,t,t,2,en-us,f,153acea6-ef55-4aa2-8c2b-72f09fe4a101,t,f
GWE,OAG,Gweru,-19.55,29.73333,200,t,f,9,en-us,f,2dbb4001-6117-4cc5-84b0-9b0b17dba02f,f,f
GWL,OAG,Gwalior Airport,26.29333,78.22778,530,t,t,2,en-us,f,af1a112d-a56b-4f28-a49f-b6ab6169d1f8,t,f
GWN,OAG,Gnarowein,-6.56667,146.25,1000,t,NULL,3,en-us,f,NULL,f,f
GWO,OAG,Greenwood,33.5,-90.2,-600,t,f,9,en-us,f,a9f91bcc-51fd-4a0d-9938-0eea721ec090,f,f
GWS,OAG,Glenwood Springs,39.55,-107.31667,-700,t,f,9,en-us,f,87224680-4a6b-42be-9dfe-f72082fa0d0a,f,f
GWT,OAG,Westerland Airport,54.91333,8.34056,100,t,t,2,en-us,f,dfc76426-9118-4721-81aa-d5b0954374ed,t,f
GWV,OAG,Glendale,39.93333,-80.73333,-500,t,NULL,3,en-us,f,NULL,f,f
GWY,OAG,Galway Airport,53.30028,-8.94111,0,t,f,9,en-us,f,033a2942-1f66-497f-a396-86f3c0059d39,t,f
GXF,OAG,Sayun Airport,15.96611,48.78833,300,t,t,2,en-us,f,e8a74c9f-26f5-4916-b7a9-095ea3177c09,t,f
GXG,OAG,Negage,-7.75528,15.28806,100,t,f,9,en-us,f,fea62707-c21b-492e-bb5f-0d9fcba62fda,f,f
GXH,OAG,Xiahe Airport,34.81889,102.62083,800,t,NULL,3,en-us,f,NULL,t,f
GXQ,OAG,Coyhaique,-45.5,-72.51667,-400,t,f,9,en-us,f,2be791ef-f293-45bb-9ca4-e5bede785b2f,f,f
GXX,OAG,Yagoua,10.36028,15.23722,100,t,NULL,3,en-us,f,NULL,f,f
GXY,OAG,Greeley,40.33333,-104.61667,-700,t,f,9,en-us,f,d5500398-d046-4bc2-be30-4b38ee86d67a,f,f
GYA,OAG,Guayaramerin Airport,-10.81778,-65.34722,-400,t,t,2,en-us,f,96032301-f9cb-4842-ae41-3c7f6f342e02,t,f
