code,source,name,latitude,longitude,timezone,is_visible,is_major,iata_type,default_language,is_deleted,cities_id,is_active,is_military
DAL,TTX,Amtrak (Dallas),32.775543,-96.807403,-600,t,NULL,NULL,en-us,f,NULL,t,NULL
DAM,TTX,Amtrak (Damariscotta),44.0329,-69.519,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
DAN,TTX,Amtrak (Danville),36.583698,-79.384315,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
DAV,TTX,Amtrak (Davis),38.544113,-121.737068,-800,t,NULL,NULL,en-us,f,NULL,t,NULL
DBL,OAG,Dalianbei Rail Station,38.92361,121.63028,800,t,NULL,NULL,en-us,f,NULL,f,NULL
DBP,TTX,Amtrak (Dublin-Pleasanton),37.702,-121.9,-800,t,NULL,NULL,en-us,f,NULL,t,NULL
DDE,TTX,Amtrak (Dade City),28.364189,-82.184822,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
DDG,TTX,Amtrak (Dodge City),37.752597,-100.016578,-600,t,NULL,NULL,en-us,f,NULL,t,NULL
DDV,OAG,Changsha Rail Station,27.83778,113.15222,800,t,NULL,NULL,en-us,f,NULL,f,NULL
DEB,TTX,Amtrak (Denver Bus Station),39.738,-104.985,-700,t,NULL,NULL,en-us,f,NULL,t,NULL
DEL,TTX,Amtrak (Del Mar),32.959426,-117.2667,-800,t,NULL,NULL,en-us,f,NULL,t,NULL
DEM,TTX,Amtrak (Deming),32.271083,-107.760833,-700,t,NULL,NULL,en-us,f,NULL,t,NULL
DEN,TTX,Amtrak (Denver),39.753223,-104.99961,-700,t,NULL,NULL,en-us,f,NULL,t,NULL
DER,TTX,Amtrak (Dearborn),42.313049,-83.201179,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
DET,TTX,Amtrak (Detroit),42.367881,-83.072097,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
DFB,TTX,Amtrak (Deerfield Beach),26.317794,-80.121459,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
DGS,TTX,Amtrak (Douglas Bus Stop),42.7597,-105.382,-700,t,NULL,NULL,en-us,f,NULL,t,NULL
DHM,TTX,Amtrak (Durham),43.134,-70.926,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
DHU,OAG,Zhuzhou Rail Station,27.84417,113.15417,800,t,NULL,NULL,en-us,f,NULL,f,NULL
DIA,TTX,Amtrak (Denver International Ap'T),39.858341,-104.666915,-700,t,NULL,NULL,en-us,f,NULL,t,NULL
DIL,TTX,Amtrak (Dillon),34.418285,-79.371757,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
DLB,TTX,Amtrak (Delray Beach),26.455179,-80.092529,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
DLD,TTX,Amtrak (Deland),29.016834,-81.352455,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
DLK,TTX,Amtrak (Detroit Lakes),46.819488,-95.845581,-600,t,NULL,NULL,en-us,f,NULL,t,NULL
DNC,TTX,Amtrak (Durham),35.997035,-78.907226,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
DNK,TTX,Amtrak (Denmark),33.326145,-81.14315,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
DOA,TTX,Amtrak (Dowagiac),41.981201,-86.108734,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
DOV,TTX,Amtrak (Dover),43.1981,-70.878,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
DOW,TTX,Amtrak (Downingtown),40.002536,-75.708122,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
DQN,TTX,Amtrak (Du Quoin),38.011352,-89.240158,-600,t,NULL,NULL,en-us,f,NULL,t,NULL
DRD,TTX,Amtrak (Durand),42.909778,-83.982437,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
DRT,TTX,Amtrak (Del Rio),29.36308,-100.901466,-600,t,NULL,NULL,en-us,f,NULL,t,NULL
DSY,TTX,Amtrak (Disneyland),33.810588,-117.922882,-800,t,NULL,NULL,en-us,f,NULL,t,NULL
DTZ,OAG,Dortmund Hbf Rail Station,51.51778,7.45917,100,t,NULL,NULL,en-us,f,NULL,t,NULL
DUK,TTX,Amtrak (Dunkirk),42.485332,-79.331016,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
DUL,TTX,Amtrak (Duluth Bus Station),46.766601,-92.124008,-600,t,NULL,NULL,en-us,f,NULL,t,NULL
DUN,TTX,Amtrak (Dunsmuir),41.211174,-122.269973,-800,t,NULL,NULL,en-us,f,NULL,t,NULL
DUR,TTX,Amtrak (Durant),33.073753,-89.853485,-600,t,NULL,NULL,en-us,f,NULL,t,NULL
DVI,TTX,Amtrak (Danville),40.119426,-87.636116,-600,t,NULL,NULL,en-us,f,NULL,t,NULL
DVL,TTX,Amtrak (Devils Lake),48.110645,-98.861373,-600,t,NULL,NULL,en-us,f,NULL,t,NULL
DVP,TTX,Amtrak (Davenport),41.519737,-90.577423,-600,t,NULL,NULL,en-us,f,NULL,t,NULL
DVR,TTX,Amtrak (Dover),43.1979,-70.874,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
DWT,TTX,Amtrak (Dwight),41.092048,-88.428321,-600,t,NULL,NULL,en-us,f,NULL,t,NULL
DYA,TTX,Amtrak (Daytona Beach),29.228231,-81.009117,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
DYE,TTX,Amtrak (Dyer),41.498527,-87.518188,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
DYN,OAG,Danyang Rail Station,32.00361,119.58694,800,t,NULL,NULL,en-us,f,NULL,t,NULL
EBG,TTX,Amtrak (Ellensburg),46.999576,-120.552757,-800,t,NULL,NULL,en-us,f,NULL,t,NULL
EDM,TTX,Amtrak (Edmonds),47.811294,-122.383071,-800,t,NULL,NULL,en-us,f,NULL,t,NULL
EDP,TTX,Amtrak (East Dublin-Pleasanton),37.699218,-121.893501,-800,t,NULL,NULL,en-us,f,NULL,t,NULL
EEL,OAG,Tudela Rail Station,42.05944,-1.5975,100,t,NULL,NULL,en-us,f,NULL,f,NULL
EEU,OAG,Leon Rail Station,42.59611,-5.58278,100,t,NULL,NULL,en-us,f,NULL,t,NULL
EFG,TTX,Amtrak (Effingham),39.119155,-88.545715,-600,t,NULL,NULL,en-us,f,NULL,t,NULL
EGH,TTX,Amtrak (Egg Harbor City NJ Transit Station),39.5266,-74.648,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
EGL,TTX,Amtrak (Eagle),39.650707,-106.833053,-700,t,NULL,NULL,en-us,f,NULL,t,NULL
EIZ,OAG,Eisenach Hbf Rail Station,50.97639,10.33139,100,t,NULL,NULL,en-us,f,NULL,f,NULL
EJJ,OAG,Jingzhou Rail Station,30.37278,112.2075,800,t,NULL,NULL,en-us,f,NULL,f,NULL
EJQ,OAG,Shiyan Rail Station,32.60361,110.78167,800,t,NULL,NULL,en-us,f,NULL,f,NULL
EKA,TTX,Amtrak (Eureka),40.803016,-124.158203,-800,t,NULL,NULL,en-us,f,NULL,t,NULL
EKH,TTX,Amtrak (Elkhart),41.680721,-85.971054,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
ELB,TTX,Amtrak (El Paso Bus Station),31.77,-106.497,-600,t,NULL,NULL,en-us,f,NULL,t,NULL
ELK,TTX,Amtrak (Elko),40.836875,-115.753395,-800,t,NULL,NULL,en-us,f,NULL,t,NULL
ELP,TTX,Amtrak (El Paso),31.757724,-106.494888,-600,t,NULL,NULL,en-us,f,NULL,t,NULL
ELS,TTX,Amtrak (Elsie),45.866,-123.95,-800,t,NULL,NULL,en-us,f,NULL,t,NULL
ELT,TTX,Amtrak (Elizabethtown),40.147399,-76.614578,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
ELY,TTX,Amtrak (Elyria),41.370052,-82.097007,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
EMC,TTX,Amtrak (El Monte),34.072597,-118.042495,-800,t,NULL,NULL,en-us,f,NULL,t,NULL
EMI,TTX,Amtrak (Escanaba),45.780368,-87.087356,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
EMP,TTX,Amtrak (Emporia),38.401851,-96.185539,-600,t,NULL,NULL,en-us,f,NULL,t,NULL
EMY,TTX,Amtrak (Emeryville),37.840679,-122.290679,-800,t,NULL,NULL,en-us,f,NULL,t,NULL
EPH,TTX,Amtrak (Ephrata),47.320594,-119.548645,-800,t,NULL,NULL,en-us,f,NULL,t,NULL
EPL,TTX,Amtrak (El Portal),37.678543,-119.752891,-800,t,NULL,NULL,en-us,f,NULL,t,NULL
ERI,TTX,Amtrak (Erie),42.121128,-80.081039,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
ESM,TTX,Amtrak (Essex),48.28086,-113.609481,-700,t,NULL,NULL,en-us,f,NULL,t,NULL
ESX,TTX,Amtrak (Burlington),44.492572,-73.11045,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
ESZ,OAG,Essen Hbf Rail Station,51.45167,7.01444,100,t,NULL,NULL,en-us,f,NULL,f,NULL
EUC,TTX,Amtrak (Eau Clare),44.814376,-91.499992,-600,t,NULL,NULL,en-us,f,NULL,t,NULL
EUG,TTX,Amtrak (Eugene),44.055385,-123.091842,-800,t,NULL,NULL,en-us,f,NULL,t,NULL
EVE,TTX,Amtrak (Evergreen),31.432521,-86.956115,-600,t,NULL,NULL,en-us,f,NULL,t,NULL
EVR,TTX,Amtrak (Everett),47.979282,-122.215621,-800,t,NULL,NULL,en-us,f,NULL,t,NULL
EVT,TTX,Amtrak (Evanston),41.269214,-110.964294,-700,t,NULL,NULL,en-us,f,NULL,t,NULL
EWR,TTX,Amtrak (Newark International Airport),40.697,-74.182,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
EWV,OAG,Enshi Rail Station,30.35194,109.47972,800,t,NULL,NULL,en-us,f,NULL,f,NULL
EXR,TTX,Amtrak (Exeter),42.981,-70.948,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
EXS,OAG,Exeter St. Thomas Rail Station,50.71722,-3.53917,0,t,NULL,NULL,en-us,f,NULL,t,NULL
EXT,TTX,Amtrak (Exton),40.01995,-75.623298,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
FAR,TTX,Amtrak (Fargo),46.881076,-96.784614,-600,t,NULL,NULL,en-us,f,NULL,t,NULL
FAY,TTX,Amtrak (Fayetteville),35.054904,-78.885063,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
FBG,TTX,Amtrak (Fredericksburg),38.298557,-77.456932,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
FCC,TTX,Amtrak (Fort Collins),40.583782,-105.065917,-700,t,NULL,NULL,en-us,f,NULL,t,NULL
FDL,TTX,Amtrak (Fond du Lac),43.752517,-88.450187,-600,t,NULL,NULL,en-us,f,NULL,t,NULL
FDN,TTX,Amtrak (Fredonia),42.445125,-79.340179,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
FDR,TTX,Amtrak (Frederick),39.411792,-77.411064,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
FED,TTX,Amtrak (Fort Edward - Glens Falls),43.269515,-73.580459,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
FES,OAG,San Fernando Rail Station,36.46667,-6.2,100,t,NULL,NULL,en-us,f,NULL,f,NULL
FGG,TTX,Amtrak (Flagstaff Greyhound Bus),35.201,-111.639,-700,t,NULL,NULL,en-us,f,NULL,t,NULL
FGR,OAG,Fuengirola Rail Station,36.53333,-4.63333,100,t,NULL,NULL,en-us,f,NULL,f,NULL
FHD,TTX,Amtrak (Fort Hood),31.139959,-97.764312,-600,t,NULL,NULL,en-us,f,NULL,t,NULL
FHV,TTX,Amtrak (Fair Haven),43.590576,-73.262046,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
FIL,TTX,Amtrak (Fillmore),34.396129,-118.91661,-800,t,NULL,NULL,en-us,f,NULL,t,NULL
FIR,OAG,Florence Firenze C.M. Rail Station,43.77611,11.24806,100,t,NULL,NULL,en-us,f,NULL,f,NULL
FIS,OAG,Kinshasa Central Rail Station,-4.30111,15.31778,100,t,NULL,NULL,en-us,f,NULL,f,NULL
FLC,TTX,Amtrak (Fond Du Lac),43.755531,-88.45079,-600,t,NULL,NULL,en-us,f,NULL,t,NULL
FLG,TTX,Amtrak (Flagstaff),35.198013,-111.650665,-700,t,NULL,NULL,en-us,f,NULL,t,NULL
FLN,TTX,Amtrak (Flint),43.013633,-83.654838,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
FLO,TTX,Amtrak (Florence),34.198818,-79.757095,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
FMC,TTX,Amtrak (Farmer City),40.241554,-88.642707,-600,t,NULL,NULL,en-us,f,NULL,t,NULL
FMD,TTX,Amtrak (Fort Madison),40.623394,-91.333358,-600,t,NULL,NULL,en-us,f,NULL,t,NULL
FMG,TTX,Amtrak (Fort Morgan),40.247329,-103.80265,-700,t,NULL,NULL,en-us,f,NULL,t,NULL
FMT,TTX,Amtrak (Fremont),37.558197,-122.006378,-800,t,NULL,NULL,en-us,f,NULL,t,NULL
FNO,TTX,Amtrak (Fresno),36.738628,-119.782249,-800,t,NULL,NULL,en-us,f,NULL,t,NULL
FOI,OAG,Foggia Rail Station,41.46583,15.55556,100,t,NULL,NULL,en-us,f,NULL,f,NULL
FOS,TTX,Amtrak (Fostoria),41.152534,-83.414268,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
FOX,TTX,Amtrak (Foxwoods Casino),41.45766,-71.971939,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
FRA,TTX,Amtrak (Framingham),42.276668,-71.417861,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
FRO,TTX,Amtrak (Florence),44.01136,-124.100349,-800,t,NULL,NULL,en-us,f,NULL,t,NULL
FRS,TTX,Amtrak (Franconia-Springfield),38.765018,-77.170547,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
FRT,TTX,Amtrak (Fremont Bus Station),37.539932,-121.922439,-800,t,NULL,NULL,en-us,f,NULL,t,NULL
FSC,TTX,Amtrak (Frisco),39.587104,-106.096282,-700,t,NULL,NULL,en-us,f,NULL,t,NULL
FSH,TTX,Amtrak (Fish Camp),37.474628,-119.637191,-800,t,NULL,NULL,en-us,f,NULL,t,NULL
FTA,TTX,Amtrak (Fortuna),40.597496,-124.151893,-800,t,NULL,NULL,en-us,f,NULL,t,NULL
FTC,TTX,Amtrak (Ticonderoga),43.852993,-73.39064,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
FTL,TTX,Amtrak (Fort Lauderdale),26.119613,-80.170188,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
FTM,TTX,Amtrak (Fort Myers),26.68235,-81.884902,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
FTN,TTX,Amtrak (Fulton),36.522521,-88.888008,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
FTW,TTX,Amtrak (Fort Worth),32.749374,-97.323867,-600,t,NULL,NULL,en-us,f,NULL,t,NULL
FUL,TTX,Amtrak (Fullerton),33.868946,-117.922836,-800,t,NULL,NULL,en-us,f,NULL,t,NULL
FVS,OAG,St Petersburg Finlyandsky Rail Station,59.95556,30.35639,300,t,NULL,NULL,en-us,f,NULL,f,NULL
FWA,TTX,Amtrak (Fort Wayne),41.07608,-85.138702,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
FWM,OAG,Fort William Rail Station,56.81667,-5.11667,0,t,NULL,NULL,en-us,f,NULL,f,NULL
GAC,TTX,Amtrak (Santa Clara Great America),37.378509,-121.946411,-800,t,NULL,NULL,en-us,f,NULL,t,NULL
GAS,TTX,Amtrak (Gastonia),35.268356,-81.163978,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
GBA,TTX,Amtrak (Galesburg (Ex-Atsf)),40.949619,-90.371025,-600,t,NULL,NULL,en-us,f,NULL,t,NULL
GBB,TTX,Amtrak (Galesburg - (ex-Burlington)),40.944049,-90.364105,-600,t,NULL,NULL,en-us,f,NULL,t,NULL
GBC,TTX,Amtrak (Garibaldi Highlands - Roadside Bus Stop),49.999244,-123.142219,-700,t,NULL,NULL,en-us,f,NULL,t,NULL
GBO,OAG,Baltimore Greenbelt Rail Station,39.18611,-76.68333,-500,t,NULL,NULL,en-us,f,NULL,f,NULL
GBS,TTX,Amtrak (Galesburg - (ex-Santa Fe)),40.948,-90.371,-600,t,NULL,NULL,en-us,f,NULL,t,NULL
GBV,TTX,Amtrak (Garberville),40.101062,-123.793899,-800,t,NULL,NULL,en-us,f,NULL,t,NULL
GBY,TTX,Amtrak (Green Bay),44.514831,-88.005035,-600,t,NULL,NULL,en-us,f,NULL,t,NULL
GCB,TTX,Amtrak (Grand Canyon National Park Bus Stop),36.054,-112.14,-700,t,NULL,NULL,en-us,f,NULL,t,NULL
GCK,TTX,Amtrak (Garden City),37.964725,-100.872795,-600,t,NULL,NULL,en-us,f,NULL,t,NULL
GCN,TTX,Amtrak (Grand Canyon National Park),36.056716,-112.134941,-700,t,NULL,NULL,en-us,f,NULL,t,NULL
GCO,TTX,Amtrak (Glencoe),42.724559,-81.715858,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
GDA,TTX,Amtrak (Grenada),33.783214,-89.798088,-600,t,NULL,NULL,en-us,f,NULL,t,NULL
GDL,TTX,Amtrak (Glendale),34.123638,-118.257957,-800,t,NULL,NULL,en-us,f,NULL,t,NULL
GDU,OAG,Guadalajara Rail Station,40.64389,-3.18222,100,t,NULL,NULL,en-us,f,NULL,t,NULL
GEN,OAG,Puente Genil Rail Station,37.38333,-4.78333,100,t,NULL,NULL,en-us,f,NULL,f,NULL
GEO,TTX,Amtrak (Georgetown),43.657279,-79.923683,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
GFK,TTX,Amtrak (Grand Forks),47.918853,-97.110435,-600,t,NULL,NULL,en-us,f,NULL,t,NULL
GFV,TTX,Amtrak (Greenfield Village),42.304901,-83.241844,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
GGW,TTX,Amtrak (Glasgow),48.194515,-106.634811,-700,t,NULL,NULL,en-us,f,NULL,t,NULL
GGZ,OAG,Graz Rail Station,47.07306,15.41611,100,t,NULL,NULL,en-us,f,NULL,t,NULL
GHT,TTX,Amtrak (Gearhart),46.024,-123.911,-800,t,NULL,NULL,en-us,f,NULL,t,NULL
GIA,OAG,Girona Rail Station,41.97917,2.81694,100,t,NULL,NULL,en-us,f,NULL,t,NULL
GIN,TTX,Amtrak (Garrett),41.353237,-85.136016,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
GJN,OAG,Zhijiang Rail Station,30.45778,111.57278,800,t,NULL,NULL,en-us,f,NULL,f,NULL
GJT,TTX,Amtrak (Grand Junction),39.064819,-108.569923,-700,t,NULL,NULL,en-us,f,NULL,t,NULL
GKW,OAG,Guilin Rail Station,25.26139,110.28306,800,t,NULL,NULL,en-us,f,NULL,f,NULL
GLE,TTX,Amtrak (Gainesville),33.624423,-97.140266,-600,t,NULL,NULL,en-us,f,NULL,t,NULL
GLM,TTX,Amtrak (Gilman),40.762077,-87.994766,-600,t,NULL,NULL,en-us,f,NULL,t,NULL
GLN,TTX,Amtrak (Glenview),42.074195,-87.805343,-600,t,NULL,NULL,en-us,f,NULL,t,NULL
GLP,TTX,Amtrak (Gallup),35.529247,-108.739677,-700,t,NULL,NULL,en-us,f,NULL,t,NULL
GLS,TTX,Amtrak (Galveston),29.291208,-94.786071,-600,t,NULL,NULL,en-us,f,NULL,t,NULL
GLV,TTX,Amtrak (Galveston Bus Station),29.301,94.798,-600,t,NULL,NULL,en-us,f,NULL,t,NULL
GLY,TTX,Amtrak (Gilroy),37.005981,-121.567504,-800,t,NULL,NULL,en-us,f,NULL,t,NULL
GMS,TTX,Amtrak (Grimsby),43.187564,-79.553703,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
GNB,TTX,Amtrak (Greensburg),40.304851,-79.547279,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
GNF,TTX,Amtrak (Gainesville),29.651079,-82.323692,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
GNR,TTX,Amtrak (Green River),41.527027,-109.465301,-700,t,NULL,NULL,en-us,f,NULL,t,NULL
GNS,TTX,Amtrak (Gainesville),34.283718,-83.826683,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
GPK,TTX,Amtrak (East Glacier Park),48.443965,-113.218559,-700,t,NULL,NULL,en-us,f,NULL,t,NULL
GRA,TTX,Amtrak (Granby),40.083915,-105.934837,-700,t,NULL,NULL,en-us,f,NULL,t,NULL
GRB,TTX,Amtrak (Gary),41.593,-87.346,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
GRE,TTX,Amtrak (Greeley),40.423942,-104.688392,-700,t,NULL,NULL,en-us,f,NULL,t,NULL
GRI,TTX,Amtrak (Green River),38.992443,-110.164596,-700,t,NULL,NULL,en-us,f,NULL,t,NULL
GRN,TTX,Amtrak (Greenville Bus Station),35.613,-77.366,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
GRO,TTX,Amtrak (Greensboro),36.061203,-79.831352,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
GRR,TTX,Amtrak (Grand Rapids),42.956371,-85.678993,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
GRS,TTX,Amtrak (Grass Valley),39.219383,-121.057952,-800,t,NULL,NULL,en-us,f,NULL,t,NULL
GRV,TTX,Amtrak (Greenville),34.856559,-82.414184,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
GRY,TTX,Amtrak (Gary),41.593,-87.346,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
GSC,TTX,Amtrak (Glenwood Springs),39.548118,-107.322677,-700,t,NULL,NULL,en-us,f,NULL,t,NULL
GSN,TTX,Amtrak (Goshen Junction),36.35,-119.428,-800,t,NULL,NULL,en-us,f,NULL,t,NULL
GSY,OAG,Grimsby Town Rail Station,53.58333,-0.03333,0,t,NULL,NULL,en-us,f,NULL,f,NULL
GTA,TTX,Amtrak (Goleta),34.437557,-119.841171,-800,t,NULL,NULL,en-us,f,NULL,t,NULL
GTP,TTX,Amtrak (Grants Pass),42.435459,-123.296333,-800,t,NULL,NULL,en-us,f,NULL,t,NULL
GUA,TTX,Amtrak (Guadalupe-Santa Maria),34.962604,-120.572944,-800,t,NULL,NULL,en-us,f,NULL,t,NULL
GUE,TTX,Amtrak (Guelph),43.551368,-80.254005,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
GUF,TTX,Amtrak (Gulfport),30.368608,-89.094978,-600,t,NULL,NULL,en-us,f,NULL,t,NULL
GVA,TTX,Amtrak (Greenville),31.825302,-86.630538,-600,t,NULL,NULL,en-us,f,NULL,t,NULL
GVB,TTX,Amtrak (Grover Beach),35.122066,-120.628105,-800,t,NULL,NULL,en-us,f,NULL,t,NULL
GVI,TTX,Amtrak (Grangeville),45.926506,-116.128936,-700,t,NULL,NULL,en-us,f,NULL,t,NULL
GWD,TTX,Amtrak (Greenwood),33.517738,-90.176086,-600,t,NULL,NULL,en-us,f,NULL,t,NULL
HAG,TTX,Amtrak (Hagerstown),39.568309,-77.730087,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
HAM,TTX,Amtrak (Hamlet),34.883071,-79.698455,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
HAR,TTX,Amtrak (Harrisburg),40.261562,-76.878196,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
HAS,TTX,Amtrak (Hastings),40.584133,-98.387329,-600,t,NULL,NULL,en-us,f,NULL,t,NULL
HAV,TTX,Amtrak (Havre),48.554416,-109.678123,-700,t,NULL,NULL,en-us,f,NULL,t,NULL
HAY,TTX,Amtrak (Hayward),37.666858,-122.097785,-800,t,NULL,NULL,en-us,f,NULL,t,NULL
HAZ,TTX,Amtrak (Hazlehurst),31.862897,-90.394279,-600,t,NULL,NULL,en-us,f,NULL,t,NULL
HBG,TTX,Amtrak (Hattiesburg),31.326719,-89.286186,-600,t,NULL,NULL,en-us,f,NULL,t,NULL
HBM,OAG,Macheng North Rail Station,31.14833,114.95861,800,t,NULL,NULL,en-us,f,NULL,f,NULL
HBP,OAG,Hengyang Rail Station,26.89278,112.62722,800,t,NULL,NULL,en-us,f,NULL,f,NULL
HBV,OAG,Harbinxi Rail Station,45.75944,126.62694,800,t,NULL,NULL,en-us,f,NULL,f,NULL
HCH,TTX,Amtrak (Hatch),32.665622,-107.155822,-700,t,NULL,NULL,en-us,f,NULL,t,NULL
HEA,TTX,Amtrak (Healdsburg),38.610668,-122.869499,-800,t,NULL,NULL,en-us,f,NULL,t,NULL
HEC,OAG,Helsinki Central Rail Station,60.17194,24.94139,200,t,NULL,NULL,en-us,f,NULL,f,NULL
HEM,TTX,Amtrak (Hermann),38.707294,-91.432601,-600,t,NULL,NULL,en-us,f,NULL,t,NULL
HER,TTX,Amtrak (Helper),39.688198,-110.852577,-700,t,NULL,NULL,en-us,f,NULL,t,NULL
HET,TTX,Amtrak (Hemet West Side - Coco's),40.816665,-111.683333,-800,t,NULL,NULL,en-us,f,NULL,t,NULL
HEV,OAG,Huelva Rail Station,37.25306,-6.95111,100,t,NULL,NULL,en-us,f,NULL,t,NULL
HFD,TTX,Amtrak (Hartford),41.767799,-72.682121,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
HFH,OAG,Hereford Rail Station,52.06111,-2.70806,0,t,NULL,NULL,en-us,f,NULL,f,NULL
HFY,TTX,Amtrak (Harpers Ferry),39.325042,-77.733558,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
HGD,TTX,Amtrak (Huntingdon),40.483493,-78.011833,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
HGN,TTX,Amtrak (Harlingen),26.193433,-97.693901,-600,t,NULL,NULL,en-us,f,NULL,t,NULL
HHL,TTX,Amtrak (Haverhill),42.776,-71.078,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
HIK,TTX,Amtrak (Hinkle),45.795864,-119.309295,-800,t,NULL,NULL,en-us,f,NULL,t,NULL
HIN,TTX,Amtrak (Hinton),37.67707,-80.888633,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
HLD,TTX,Amtrak (Holdrege),40.436191,-99.370742,-600,t,NULL,NULL,en-us,f,NULL,t,NULL
HMD,TTX,Amtrak (Hammond),30.511697,-90.463592,-600,t,NULL,NULL,en-us,f,NULL,t,NULL
HMF,TTX,Amtrak (Homestead),25.468109,-80.474487,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
HMI,TTX,Amtrak (Hammond-Whiting),41.69308,-87.508743,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
HMN,TTX,Amtrak (Hamilton),39.394573,-84.559913,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
HMO,TTX,Amtrak (Hermiston),45.845336,-119.289337,-800,t,NULL,NULL,en-us,f,NULL,t,NULL
HMT,TTX,Amtrak (Hemet),33.747173,-117.005477,-800,t,NULL,NULL,en-us,f,NULL,t,NULL
HMW,TTX,Amtrak (Homewood),41.562351,-87.66851,-600,t,NULL,NULL,en-us,f,NULL,t,NULL
HNF,TTX,Amtrak (Hanford),36.326213,-119.650779,-800,t,NULL,NULL,en-us,f,NULL,t,NULL
HOL,TTX,Amtrak (Hollywood),26.010686,-80.16854,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
HOM,TTX,Amtrak (Holland),42.789314,-86.097778,-500,t,NULL,NULL,en-us,f,NULL,t,NULL
HOO,TTX,Amtrak (Hood River),45.70121,-121.522613,-800,t,NULL,NULL,en-us,f,NULL,t,NULL
HOS,TTX,Amtrak (Houston),29.767189,-95.366973,-600,t,NULL,NULL,en-us,f,NULL,t,NULL
